,features,rank
491,"(26,[0,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.7172619047619048,0.6747975609756097,0.28678444444444445,0.0035946356974975806,0.140625,0.07692307692307693,0.08])",84
492,"(26,[0,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.8032571428571429,0.7175878048780487,0.2478468686868687,0.0005530208765380893,0.109375,0.15384615384615385,0.14])",34
493,"(26,[0,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.863095238095238,0.5365853658536586,0.18888888888888888,0.003732890916632103,0.40625,0.2884615384615385,0.04])",47
494,"(26,[0,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.11956521739130435,0.6101190476190476,0.5701219512195123,0.32146464646464645,0.002212083506152357,0.078125,0.019230769230769232,0.013333333333333332])",40
495,"(26,[0,2,3,18,19,20,21,23],[1.0,1.0,1.0,0.10869565217391304,0.26190476190476186,0.8536585365853658,0.028282828282828285,0.078125])",57
496,"(26,[0,2,3,18,19,20,21,23],[1.0,1.0,1.0,0.10869565217391304,0.5,0.8536585365853658,0.07474747474747474,0.0625])",56
497,"(26,[0,2,3,18,19,20,21,23],[1.0,1.0,1.0,0.10869565217391304,0.5238095238095237,0.43902439024390244,0.09292929292929293,0.0625])",48
498,"(26,[0,2,3,18,19,20,21,23],[1.0,1.0,1.0,0.10869565217391304,0.6071428571428571,0.7195121951219512,0.2898989898989899,0.0625])",65
499,"(26,[0,2,3,18,19,20,21,23],[1.0,1.0,1.0,0.10869565217391304,0.6428571428571428,0.6097560975609756,0.4,0.0625])",52
500,"(26,[0,2,3,18,19,20,21,23],[1.0,1.0,1.0,0.10869565217391304,0.7738095238095237,0.5487804878048781,0.5131313131313131,0.125])",45
501,"(26,[0,2,3,18,19,20,21,23],[1.0,1.0,1.0,0.10869565217391304,0.7857142857142857,0.7317073170731707,0.17777777777777778,0.28125])",101
502,"(26,[0,2,3,18,19,20,21,23],[1.0,1.0,1.0,0.10869565217391304,0.7976190476190476,0.6219512195121951,0.31414141414141417,0.28125])",84
503,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.023809523809523808,0.7073170731707318,0.07272727272727272,0.203125,0.19230769230769232])",100
504,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.047619047619047616,0.14634146341463417,0.09292929292929293,0.109375,0.11538461538461539])",85
505,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.11904761904761904,0.36585365853658536,0.5050505050505051,0.234375,0.11538461538461539])",63
506,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.14285714285714285,0.3170731707317073,0.09292929292929293,0.125,0.057692307692307696])",44
507,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.19047619047619047,0.8536585365853658,0.13535353535353536,0.09375,0.038461538461538464])",103
508,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.23809523809523808,0.2682926829268293,0.09292929292929293,0.234375,0.21153846153846156])",62
509,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.24603095238095235,0.5447146341463415,0.3723905050505051,0.078125,0.038461538461538464])",53
510,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.3333333333333333,0.6585365853658537,0.09292929292929293,0.1875,0.17307692307692307])",66
511,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.40476190476190477,0.5691048780487805,0.10707070707070707,0.71875,0.576923076923077])",55
512,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.44047619047619047,0.3780487804878049,0.2474747474747475,0.109375,0.09615384615384616])",92
513,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.45238095238095233,0.6829268292682927,0.2828282828282828,0.203125,0.038461538461538464])",64
514,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.4880952380952381,0.475609756097561,0.2909090909090909,0.25,0.057692307692307696])",47
515,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.5,0.4529609756097561,0.31717171717171716,0.109375,0.019230769230769232])",37
516,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.5,0.9024390243902439,0.022222222222222223,0.46875,0.09615384615384616])",59
517,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.5238095238095237,0.5853658536585367,0.21212121212121213,0.25,0.057692307692307696])",67
518,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.5476190476190476,0.7317073170731707,0.0707070707070707,0.671875,0.46153846153846156])",68
519,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.5535714285714285,0.6829268292682927,0.10707070707070707,0.15625,0.07692307692307693])",71
520,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.6111119047619047,0.6829268292682927,0.4329965656565657,0.203125,0.038461538461538464])",60
521,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.6190476190476191,0.8048780487804879,0.1191919191919192,0.296875,0.15384615384615385])",70
522,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.6238095238095237,0.6243902439024391,0.3749494949494949,0.28125,0.25])",49
523,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.6309523809523809,0.5304878048780488,0.3277777777777778,0.25,0.17307692307692307])",33
524,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.6428571428571428,0.7642268292682928,0.22626262626262628,0.1875,0.15384615384615385])",64
525,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.6455023809523809,0.5555560975609756,0.3907967676767677,0.109375,0.057692307692307696])",36
526,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.6547619047619048,0.6097560975609756,0.09393939393939393,0.1875,0.11538461538461539])",60
527,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.6547619047619048,0.6951219512195123,0.2919191919191919,0.40625,0.057692307692307696])",50
528,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.6547619047619048,0.8597560975609756,0.08434343434343435,0.25,0.2692307692307693])",69
529,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.6666666666666666,0.5,0.3419191919191919,0.203125,0.11538461538461539])",46
530,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.6666666666666666,0.5335365853658537,0.35429292929292927,0.453125,0.3076923076923077])",21
531,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.6825404761904761,0.46748048780487805,0.4,0.203125,0.13461538461538464])",41
532,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.6833333333333332,0.5902439024390244,0.3513131313131313,0.125,0.038461538461538464])",37
533,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.6904761904761905,0.24390243902439024,0.5272727272727272,0.484375,0.46153846153846156])",46
534,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.6904761904761905,0.3170731707317073,0.5050505050505051,0.484375,0.46153846153846156])",61
535,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.6904761904761905,0.5121951219512195,0.09292929292929293,0.40625,0.057692307692307696])",49
536,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.7023809523809523,0.8170731707317074,0.18686868686868688,0.15625,0.07692307692307693])",67
537,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.7053571428571428,0.7439024390243902,0.13299656565656565,0.28125,0.19230769230769232])",35
538,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.7142857142857142,0.5121951219512195,0.45656565656565656,0.078125,0.057692307692307696])",59
539,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.7261904761904762,0.4329268292682927,0.22373737373737373,0.734375,0.5])",45
540,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.7301595238095238,0.894309756097561,0.07744101010101011,0.21875,0.11538461538461539])",54
541,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.7738095238095237,0.5731707317073171,0.3383838383838384,0.15625,0.057692307692307696])",59
542,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.7857142857142857,0.8292682926829269,0.1494949494949495,0.109375,0.019230769230769232])",70
543,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.7916666666666666,0.5975609756097561,0.36717171717171715,0.1875,0.19230769230769232])",36
544,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.8095238095238095,0.32926829268292684,0.403030303030303,0.25,0.19230769230769232])",37
545,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.8095238095238095,0.7073170731707318,0.09292929292929293,0.546875,0.15384615384615385])",65
546,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.8095238095238095,0.8292682926829269,0.3717171717171717,0.0625,0.019230769230769232])",102
547,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.8095238095238095,0.8536585365853658,0.052525252525252523,0.3125,0.09615384615384616])",104
548,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.8238095238095238,0.6682926829268293,0.26666666666666666,0.28125,0.19230769230769232])",51
549,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.8333333333333333,0.21951219512195122,0.2808080808080808,0.1875,0.17307692307692307])",87
550,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.8333333333333333,0.8536585365853658,0.13333333333333333,0.140625,0.13461538461538464])",105
551,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.8571428571428571,0.41463414634146345,0.5050505050505051,0.359375,0.019230769230769232])",63
552,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.8571428571428571,0.6585365853658537,0.4,0.5625,0.09615384615384616])",63
553,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.869047619047619,0.8780487804878049,0.044444444444444446,0.640625,0.25])",71
554,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.8809523809523809,0.14634146341463417,0.13737373737373737,0.15625,0.13461538461538464])",58
555,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.8809523809523809,0.7804878048780488,0.1616161616161616,0.59375,0.019230769230769232])",69
556,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.8809523809523809,0.8292682926829269,0.07272727272727272,0.40625,0.038461538461538464])",72
557,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.9285714285714285,0.6829268292682927,0.20202020202020202,0.453125,0.019230769230769232])",99
558,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.28273809523809523,0.4603658536585366,0.2863636363636364,0.203125,0.13461538461538464,0.016])",17
559,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.3650785714285714,0.3739829268292683,0.38451171717171717,0.203125,0.21153846153846156,0.02])",28
560,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.3839285714285714,0.5060975609756098,0.31287878787878787,0.3125,0.3653846153846154,0.016])",18
561,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.44940476190476186,0.6371951219512195,0.32575757575757575,0.265625,0.038461538461538464,0.12])",24
562,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.4508928571428571,0.4809463414634147,0.29829555555555554,0.203125,0.11538461538461539,0.008888888888888889])",18
563,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.47044285714285716,0.5290170731707317,0.32316262626262626,0.25,0.17307692307692307,0.017142857142857144])",23
564,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.5,0.44390243902439025,0.19232323232323234,0.234375,0.23076923076923078,0.013333333333333332])",82
565,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.5,0.5564024390243902,0.2863636363636364,0.265625,0.038461538461538464,0.0175])",23
566,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.5374142857142857,0.5191634146341463,0.3832612121212121,0.125,0.057692307692307696,0.013333333333333332])",23
567,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.5476190476190476,0.524390243902439,0.37323232323232325,0.1875,0.19230769230769232,0.02])",49
568,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.5625,0.41768292682926833,0.3547979797979798,0.203125,0.17307692307692307,0.006666666666666666])",16
569,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.5661380952380952,0.5691048780487805,0.27115595959595956,0.078125,0.019230769230769232,0.026666666666666665])",38
570,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.5669642857142857,0.5320121951219512,0.2722854545454545,0.25,0.2692307692307693,0.018666666666666668])",22
571,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.5674595238095238,0.6016268292682927,0.23030303030303031,0.46875,0.09615384615384616,0.04])",46
572,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.5734119047619047,0.5487804878048781,0.3321549494949495,0.59375,0.42307692307692313,0.02])",32
573,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.5744047619047619,0.6067073170731707,0.34444444444444444,0.140625,0.07692307692307693,0.01])",25
574,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.6047619047619047,0.6195121951219512,0.3204040404040404,0.140625,0.09615384615384616,0.12])",34
575,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.6058190476190476,0.6341463414634146,0.33961838383838383,0.28125,0.25,0.04])",41
576,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.6071428571428571,0.5609756097560976,0.20202020202020202,0.15625,0.019230769230769232,0.04])",40
577,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.6258499999999999,0.5644609756097562,0.23030303030303031,0.15625,0.13461538461538464,0.02])",42
578,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.6309523809523809,0.4969512195121951,0.15808080808080807,0.125,0.057692307692307696,0.02])",36
579,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.6369047619047619,0.5365853658536586,0.3212121212121212,0.15625,0.019230769230769232,0.04])",45
580,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.6436785714285714,0.6089146341463415,0.2947406060606061,0.171875,0.07692307692307693,0.06666666666666667])",26
581,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.6443928571428571,0.6089682926829268,0.31117636363636364,0.140625,0.09615384615384616,0.048])",25
582,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.6619047619047619,0.6650414634146342,0.29023575757575754,0.140625,0.09615384615384616,0.06666666666666667])",29
583,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.662697619047619,0.5203243902439025,0.4148147474747475,0.125,0.038461538461538464,0.02])",26
584,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.6726190476190476,0.6371951219512195,0.3424242424242424,0.078125,0.019230769230769232,0.04])",27
585,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.6734690476190476,0.6480829268292684,0.09379515151515153,0.171875,0.019230769230769232,0.08])",93
586,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.6811595238095237,0.6341463414634146,0.21835757575757575,0.125,0.057692307692307696,0.05714285714285715])",31
587,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.7229428571428571,0.6230609756097562,0.3228650505050505,0.109375,0.057692307692307696,0.05333333333333333])",38
588,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.7261904761904762,0.6646341463414634,0.19747474747474747,0.40625,0.057692307692307696,0.04])",56
589,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.7301595238095238,0.6097560975609756,0.2370369696969697,0.25,0.19230769230769232,0.04])",44
590,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.7326,0.642590243902439,0.3061383838383838,0.59375,0.42307692307692313,0.04])",31
591,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.738095238095238,0.5853658536585367,0.3023569696969697,0.296875,0.15384615384615385,0.04])",38
592,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.738095238095238,0.6585365853658537,0.3441076767676768,0.171875,0.07692307692307693,0.08])",48
593,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.7514880952380952,0.5,0.31237373737373736,0.453125,0.3076923076923077,0.011428571428571429])",30
594,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.7698404761904761,0.6016268292682927,0.35218848484848486,0.1875,0.07692307692307693,0.04])",41
595,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.8,0.575609756097561,0.2917171717171717,0.078125,0.057692307692307696,0.02])",48
596,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.8,0.7219512195121952,0.1701010101010101,0.46875,0.09615384615384616,0.16])",54
597,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.869047619047619,0.4634146341463415,0.1101010101010101,0.203125,0.13461538461538464,0.04])",57
598,"(26,[0,2,3,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.8730166666666666,0.6829268292682927,0.2986531313131313,0.328125,0.019230769230769232,0.04])",50
599,"(26,[0,2,3,18,19,20,21,23,25],[1.0,1.0,1.0,0.10869565217391304,0.26190476190476186,0.4471536585365854,0.4505050505050505,0.03125,0.02])",32
600,"(26,[0,2,4,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.4920642857142857,0.5225414634146341,0.29066424242424244,0.0005530208765380893,0.1875,0.07692307692307693,0.011764705882352941])",19
601,"(26,[0,2,4,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.38095238095238093,0.4878048780487805,0.37142848484848484,0.1875,0.07692307692307693,0.008])",19
602,"(26,[0,2,7,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.7857142857142857,0.41463414634146345,0.12525252525252525,0.296875,0.11538461538461539])",94
603,"(26,[0,2,8,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.8452380952380952,0.7073170731707318,0.509090909090909,0.5,0.07692307692307693])",98
604,"(26,[0,2,9,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.8571428571428571,0.951219512195122,0.0404040404040404,0.265625,0.019230769230769232])",106
605,"(26,[0,2,10,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.7857142857142857,0.8536585365853658,0.22626262626262628,0.125,0.057692307692307696])",67
606,"(26,[0,2,10,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.863095238095238,0.7378048780487805,0.2702020202020202,0.125,0.057692307692307696])",62
607,"(26,[0,2,13,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.38095238095238093,0.1951219512195122,0.09292929292929293,0.34375,0.21153846153846156])",43
608,"(26,[0,3,18,19,20,21,23,24],[1.0,1.0,0.10869565217391304,0.7190476190476189,0.6926829268292682,0.23232323232323232,0.125,0.057692307692307696])",53
609,"(26,[0,3,18,19,20,21,23,24],[1.0,1.0,0.10869565217391304,0.8809523809523809,0.8292682926829269,0.4888888888888889,0.125,0.057692307692307696])",55
610,"(26,[1,2,3,17,18,19,20,21,22,23,24],[1.0,1.0,1.0,0.041666666666666664,0.10869565217391304,0.24761904761904763,0.33658536585365856,0.3111111111111111,0.005391953546246371,0.125,0.057692307692307696])",33
611,"(26,[1,2,3,17,18,19,20,21,22,23,24],[1.0,1.0,1.0,0.08333333333333333,0.10869565217391304,0.08333333333333333,0.06097560975609756,0.45454545454545453,0.2458177796211807,0.125,0.07692307692307693])",92
612,"(26,[1,2,3,17,18,19,20,21,22,23,24],[1.0,1.0,1.0,0.08333333333333333,0.17391304347826086,0.09523809523809523,0.04878048780487805,0.3838383838383838,0.33471588552467857,0.15625,0.15384615384615385])",77
